"gene_ID","gene_name","difference","logpval","significant"
"MUSTN1","MUSTN1",-0.445587140890139,1.34410449899651,NA
"MUTYH","MUTYH",-0.242787865228601,1.19183026349387,NA
"MVB12A","MVB12A",-0.0828335069603465,1.06601607403281,NA
"MVB12B","MVB12B",-0.0971151460914404,1.07736504712448,NA
"MVD","MVD",0.17137966957313,0.863925239606927,NA
"MVK","MVK",0.0685518678292521,0.945346332590247,NA
"MVP","MVP",0.965438805261966,0.334325072861716,NA
"MX1","MX1",0.728363595685803,0.466391041860448,NA
"MX2","MX2",0.277063799143227,0.781731118159904,NA
"MXD1","MXD1",0.854042020039432,0.393081707412721,NA
"MXD3","MXD3",-0.514139008719391,1.39284519386683,NA
"MXD4","MXD4",0.434161829585263,0.664170929180855,NA
"MXI1","MXI1",0.228506226097507,0.819252716427161,NA
"MXRA5","MXRA5",1.58526194355145,0.112906831812922,NA
"MXRA7","MXRA7",0.731219923512022,0.464644832593581,NA
"MXRA8","MXRA8",0.714081956554709,0.475176502529845,NA
"MYADM","MYADM",0.225649898271288,0.821473728375835,NA
"MYADML2","MYADML2",-1.75092895747215,1.92004185194534,NA
"MYB","MYB",-0.71122562872849,1.5230555706201,NA
"MYBBP1A","MYBBP1A",0.536989631329141,0.591274776243505,NA
"MYBL1","MYBL1",-0.394173240018199,1.30654685895235,NA
"MYBL2","MYBL2",0.317052388710291,0.751203850778401,NA
"MYBPC1","MYBPC1",0.237075209576163,0.812598444082848,NA
"MYBPC2","MYBPC2",-0.139960063484723,1.11130845554384,NA
"MYBPC3","MYBPC3",-1.54812968181061,1.87840892290158,NA
"MYBPH","MYBPH",-0.379891600887105,1.29597411768867,NA
"MYBPHL","MYBPHL",-0.779777496557743,1.56447814569965,NA
"MYC","MYC",0.499857369588296,0.617175511477833,NA
"MYCBP","MYCBP",0.0799771791341272,0.936255406231331,NA
"MYCBP2","MYCBP2",1.4710088305027,0.141288728783042,NA
"MYCBPAP","MYCBPAP",-0.996858411350374,1.68116675902839,NA
"MYCL","MYCL",0.0399885895670639,0.968102223224232,NA
"MYCN","MYCN",-1.05969762352719,1.71071781569588,NA
"MYCT1","MYCT1",-0.411311206975513,1.31915564703102,NA
"MYD88","MYD88",0.299914421752978,0.764242433461332,NA
"MYDGF","MYDGF",0.334190355667604,0.738235921118866,NA
"MYEF2","MYEF2",-0.334190355667604,1.26176407888113,NA
"MYEOV","MYEOV",-0.936875526999778,1.65117741082847,NA
"MYF5","MYF5",-2.32505085054213,1.97993075870062,"+"
"MYF6","MYF6",-0.796915463515055,1.57449987054478,NA
"MYH1","MYH1",-0.188517636530443,1.14952910858062,NA
"MYH10","MYH10",0.979720444393061,0.327224131511903,NA
"MYH11","MYH11",0.251356848707257,0.801538226634787,NA
"MYH13","MYH13",-1.48243414180758,1.861775184898,NA
"MYH14","MYH14",0.311339733057853,0.755542364560859,NA
"MYH15","MYH15",-1.09682988526803,1.72728423656688,NA
"MYH2","MYH2",-0.339903011320041,1.26607043118331,NA
"MYH3","MYH3",-0.185661308704224,1.14728962810842,NA
"MYH4","MYH4",-1.34533040614907,1.82148144147276,NA
"MYH6","MYH6",-1.7280783348624,1.91602581887036,NA
"MYH7","MYH7",-0.21993724261885,1.17407996903883,NA
"MYH7B","MYH7B",-1.13967480266132,1.74557819148246,NA
"MYH8","MYH8",-1.10254254092047,1.72977412536944,NA
"MYH9","MYH9",1.85946941486846,0.0629606306137745,NA
"MYL1","MYL1",-0.394173240018199,1.30654685895235,NA
"MYL10","MYL10",-2.23364836010313,1.97449378072872,"+"
"MYL12A","MYL12A",1.07112293483206,0.284114157077597,NA
"MYL12B","MYL12B",1.17109440874972,0.241560831055625,NA
"MYL2","MYL2",-0.422736518280388,1.327512491394,NA
"MYL3","MYL3",-1.18823237570704,1.76525812829518,NA
"MYL4","MYL4",-1.44244555224051,1.85082327885425,NA
"MYL5","MYL5",-0.408454879149294,1.31706024982404,NA
"MYL6","MYL6",1.40816961832589,0.159080850261559,NA
"MYL6B","MYL6B",-0.0656955400030334,1.05237977669378,NA
"MYL7","MYL7",-2.32505085054213,1.97993075870062,"+"
"MYL9","MYL9",0.694087661771177,0.487627235702119,NA
"MYLIP","MYLIP",0.12282209652741,0.902247976239012,NA
